时间 (time),前兆信号概率
2023-02-05 09:44:46,0.06
2023-02-05 09:46:39,0.06
2023-02-05 09:48:26,0.08
2023-02-05 09:50:16,0.06
2023-02-05 09:52:05,0.06
2023-02-05 09:53:56,0.05
2023-02-05 09:55:45,0.07
2023-02-05 09:57:35,0.07
2023-02-05 09:59:24,0.06
2023-02-05 10:01:14,0.05
2023-02-05 10:03:13,0.03
2023-02-05 10:05:05,0.07
2023-02-05 10:06:49,0.04
2023-02-05 10:08:38,0.03
2023-02-05 10:10:29,0.03
2023-02-05 10:12:18,0.04
2023-02-05 10:14:08,0.07
2023-02-05 10:15:58,0.04
2023-02-05 10:17:48,0.06
2023-02-05 10:19:37,0.05
2023-02-05 10:21:27,0.05
2023-02-05 10:23:17,0.07
2023-02-05 10:25:06,0.07
2023-02-05 10:26:58,0.05
2023-02-05 10:28:46,0.04
2023-02-05 10:30:36,0.07
2023-02-05 10:32:25,0.06
2023-02-05 10:34:16,0.02
2023-02-05 10:36:05,0.06
2023-02-05 10:37:55,0.04
2023-02-05 10:39:45,0.04
2023-02-05 10:41:35,0.05
2023-02-05 10:43:25,0.05
2023-02-05 10:45:14,0.04
2023-02-05 10:47:04,0.03
2023-02-05 10:48:54,0.03
2023-02-05 10:50:44,0.03
2023-02-05 10:52:34,0.03
2023-02-05 10:54:24,0.05
2023-02-05 10:56:13,0.04
2023-02-05 10:58:04,0.07
2023-02-05 10:59:53,0.05
2023-02-05 11:01:43,0.04
2023-02-05 11:03:33,0.06
2023-02-05 11:05:22,0.06
2023-02-05 11:07:12,0.06
2023-02-05 11:09:03,0.04
2023-02-05 11:10:54,0.06
2023-02-05 11:12:43,0.06
2023-02-05 11:14:31,0.06
2023-02-05 11:16:21,0.05
2023-02-05 11:18:11,0.07
2023-02-05 11:20:01,0.05
2023-02-05 11:21:52,0.06
2023-02-05 11:23:41,0.06
2023-02-05 11:25:30,0.04
2023-02-05 11:27:20,0.06
2023-02-05 11:29:10,0.05
2023-02-05 11:31:00,0.02
2023-02-05 11:32:49,0.02
2023-02-05 11:34:39,0.05
2023-02-05 11:36:31,0.06
2023-02-05 11:38:20,0.06
2023-02-05 11:40:10,0.03
2023-02-05 11:41:58,0.03
2023-02-05 11:43:48,0.04
2023-02-05 11:45:38,0.04
2023-02-05 11:47:29,0.04
2023-02-05 11:49:18,0.06
2023-02-05 11:51:07,0.05
2023-02-05 11:52:57,0.06
2023-02-05 11:54:47,0.04
2023-02-05 11:56:36,0.06
2023-02-05 11:58:27,0.03
2023-02-05 12:00:16,0.05
2023-02-05 12:00:16,0.05
2023-02-05 12:02:06,0.03
2023-02-05 12:03:58,0.03
2023-02-05 12:05:46,0.1
2023-02-05 12:07:36,0.07
2023-02-05 12:09:25,0.04
2023-02-05 12:11:16,0.05
2023-02-05 12:13:04,0.03
2023-02-05 12:14:55,0.07
2023-02-05 12:16:44,0.07
2023-02-05 12:18:34,0.07
2023-02-05 12:20:24,0.04
2023-02-05 12:22:14,0.05
2023-02-05 12:24:03,0.06
2023-02-05 12:25:54,0.05
2023-02-05 12:27:43,0.04
2023-02-05 12:29:33,0.06
2023-02-05 12:31:24,0.07
2023-02-05 12:33:16,0.06
2023-02-05 12:35:03,0.02
2023-02-05 12:36:52,0.02
2023-02-05 12:38:42,0.05
2023-02-05 12:40:32,0.04
2023-02-05 12:42:21,0.04
2023-02-05 12:44:12,0.04
2023-02-05 12:46:01,0.07
2023-02-05 12:47:51,0.06
2023-02-05 12:49:41,0.06
2023-02-05 12:51:31,0.06
2023-02-05 12:53:20,0.06
2023-02-05 12:55:10,0.06
2023-02-05 12:57:00,0.04
2023-02-05 12:58:50,0.06
2023-02-05 13:00:39,0.04
2023-02-05 13:02:29,0.06
2023-02-05 13:04:19,0.06
2023-02-05 13:06:11,0.05
2023-02-05 13:08:00,0.05
2023-02-05 13:09:48,0.04
2023-02-05 13:11:39,0.06
2023-02-05 13:13:28,0.05
2023-02-05 13:15:18,0.04
2023-02-05 13:17:09,0.04
2023-02-05 13:18:57,0.05
2023-02-05 13:20:47,0.06
2023-02-05 13:22:38,0.03
2023-02-05 13:24:26,0.04
2023-02-05 13:26:17,0.03
2023-02-05 13:28:07,0.05
2023-02-05 13:29:56,0.06
2023-02-05 13:31:46,0.04
2023-02-05 13:33:36,0.05
2023-02-05 13:35:26,0.04
2023-02-05 13:37:17,0.06
2023-02-05 13:39:06,0.05
2023-02-05 13:40:55,0.04
2023-02-05 13:42:45,0.05
2023-02-05 13:44:37,0.04
2023-02-05 13:46:25,0.02
2023-02-05 13:48:14,0.04
2023-02-05 13:50:05,0.04
2023-02-05 13:51:54,0.03
2023-02-05 13:53:44,0.03
2023-02-05 13:55:33,0.04
2023-02-05 13:57:23,0.03
2023-02-05 13:59:13,0.06
2023-02-05 14:01:04,0.06
2023-02-05 14:02:53,0.06
2023-02-05 14:04:44,0.06
2023-02-05 14:06:32,0.07
2023-02-05 14:08:24,0.06
2023-02-05 14:10:12,0.06
2023-02-05 14:12:02,0.06
2023-02-05 14:13:52,0.04
2023-02-05 14:15:42,0.03
2023-02-05 14:17:31,0.02
2023-02-05 14:19:21,0.02
2023-02-05 14:21:12,0.04
2023-02-05 14:23:02,0.05
2023-02-05 14:24:51,0.05
2023-02-05 14:26:41,0.02
2023-02-05 14:28:32,0.02
2023-02-05 14:30:20,0.03
2023-02-05 14:32:11,0.07
2023-02-05 14:34:00,0.04
2023-02-05 14:35:51,0.03
2023-02-05 14:37:39,0.05
2023-02-05 14:39:30,0.03
2023-02-05 14:41:19,0.05
2023-02-05 14:43:09,0.03
2023-02-05 14:44:58,0.03
2023-02-05 14:46:49,0.04
2023-02-05 14:48:39,0.05
2023-02-05 14:50:27,0.06
2023-02-05 14:52:17,0.06
2023-02-05 14:54:07,0.05
2023-02-05 14:55:57,0.05
2023-02-05 14:57:47,0.03
2023-02-05 14:59:38,0.03
2023-02-05 15:01:26,0.04
2023-02-05 15:03:17,0.03
2023-02-05 15:05:06,0.04
2023-02-05 15:06:56,0.03
2023-02-05 15:08:46,0.04
2023-02-05 15:10:36,0.06
2023-02-05 15:12:25,0.05
2023-02-05 15:14:16,0.05
2023-02-05 15:16:05,0.05
2023-02-05 15:17:54,0.03
2023-02-05 15:19:44,0.01
2023-02-05 15:21:35,0.02
2023-02-05 15:23:24,0.03
2023-02-05 15:25:14,0.07
2023-02-05 15:27:04,0.04
2023-02-05 15:28:55,0.06
2023-02-05 15:30:44,0.07
2023-02-05 15:32:34,0.07
2023-02-05 15:34:24,0.05
2023-02-05 15:36:13,0.05
2023-02-05 15:38:04,0.06
2023-02-05 15:39:52,0.03
2023-02-05 15:41:42,0.03
2023-02-05 15:43:32,0.04
2023-02-05 15:45:22,0.07
2023-02-05 15:47:12,0.06
2023-02-05 15:49:01,0.03
2023-02-05 15:50:52,0.05
2023-02-05 15:52:42,0.04
2023-02-05 15:54:30,0.02
2023-02-05 15:56:21,0.02
2023-02-05 15:58:10,0.03
2023-02-05 16:00:00,0.06
2023-02-05 16:01:51,0.02
2023-02-05 16:03:39,0.02
2023-02-05 16:05:30,0.04
2023-02-05 16:07:20,0.05
2023-02-05 16:09:09,0.03
2023-02-05 16:11:00,0.03
2023-02-05 16:12:48,0.02
2023-02-05 16:14:38,0.06
2023-02-05 16:16:28,0.07
2023-02-05 16:18:18,0.06
2023-02-05 16:20:07,0.03
2023-02-05 16:21:58,0.01
2023-02-05 16:23:48,0.03
2023-02-05 16:25:37,0.03
2023-02-05 16:27:27,0.03
2023-02-05 16:29:16,0.06
2023-02-05 16:31:07,0.06
2023-02-05 16:32:57,0.04
2023-02-05 16:34:46,0.05
2023-02-05 16:36:36,0.04
2023-02-05 16:38:27,0.04
2023-02-05 16:40:15,0.06
2023-02-05 16:42:05,0.05
2023-02-05 16:43:55,0.03
2023-02-05 16:45:46,0.04
2023-02-05 16:47:35,0.04
2023-02-05 16:49:24,0.03
2023-02-05 16:51:15,0.05
2023-02-05 16:53:04,0.04
2023-02-05 16:54:54,0.06
2023-02-05 16:56:44,0.03
2023-02-05 16:58:34,0.02
2023-02-05 17:00:24,0.06
2023-02-05 17:02:13,0.05
2023-02-05 17:04:03,0.05
2023-02-05 17:05:53,0.05
2023-02-05 17:07:43,0.04
2023-02-05 17:09:33,0.03
2023-02-05 17:11:22,0.05
2023-02-05 17:13:12,0.03
2023-02-05 17:15:02,0.04
2023-02-05 17:16:51,0.03
2023-02-05 17:18:41,0.04
2023-02-05 17:20:31,0.07
2023-02-05 17:22:21,0.06
2023-02-05 17:24:12,0.04
2023-02-05 17:26:01,0.06
2023-02-05 17:27:51,0.05
2023-02-05 17:29:41,0.06
2023-02-05 17:31:30,0.05
2023-02-05 17:33:20,0.05
2023-02-05 17:35:10,0.05
2023-02-05 17:37:00,0.06
2023-02-05 17:38:49,0.06
2023-02-05 17:40:39,0.06
2023-02-05 17:42:29,0.05
2023-02-05 17:44:19,0.05
2023-02-05 17:46:09,0.05
2023-02-05 17:47:58,0.06
2023-02-05 17:49:48,0.06
2023-02-05 17:51:37,0.06
2023-02-05 17:53:27,0.13
2023-02-05 17:55:18,0.1
2023-02-05 17:57:07,0.04
2023-02-05 17:58:57,0.04
2023-02-05 18:00:48,0.02
2023-02-05 18:02:37,0.02
2023-02-05 18:04:26,0.01
2023-02-05 18:06:17,0.01
2023-02-05 18:08:07,0.01
2023-02-05 18:09:56,0.01
2023-02-05 18:11:46,0.02
2023-02-05 18:13:36,0.02
2023-02-05 18:15:26,0.04
2023-02-05 18:17:17,0.13
2023-02-05 18:19:06,0.01
2023-02-05 18:20:55,0.01
2023-02-05 18:22:45,0.1
2023-02-05 18:24:35,0.09
2023-02-05 18:26:25,0.06
2023-02-05 18:28:15,0.05
2023-02-05 18:30:04,0.02
2023-02-05 18:31:54,0.06
2023-02-05 18:33:44,0.04
2023-02-05 18:35:34,0.05
2023-02-05 18:37:24,0.04
2023-02-05 18:39:13,0.07
2023-02-05 18:41:03,0.06
2023-02-05 18:42:54,0.05
2023-02-05 18:44:42,0.07
2023-02-05 18:46:33,0.05
2023-02-05 18:48:22,0.07
2023-02-05 18:50:12,0.05
2023-02-05 18:52:02,0.04
2023-02-05 18:53:52,0.03
2023-02-05 18:55:42,0.04
2023-02-05 18:57:31,0.03
2023-02-05 18:59:21,0.05
2023-02-05 19:01:12,0.04
2023-02-05 19:03:01,0.03
2023-02-05 19:04:51,0.02
2023-02-05 19:06:40,0.02
2023-02-05 19:08:30,0.03
2023-02-05 19:10:20,0.03
2023-02-05 19:12:10,0.04
2023-02-05 19:13:59,0.04
2023-02-05 19:15:50,0.04
2023-02-05 19:17:40,0.02
2023-02-05 19:19:29,0.05
2023-02-05 19:21:20,0.05
2023-02-05 19:23:08,0.03
2023-02-05 19:24:59,0.03
2023-02-05 19:26:49,0.03
2023-02-05 19:28:39,0.04
2023-02-05 19:30:28,0.03
2023-02-05 19:32:18,0.06
2023-02-05 19:34:08,0.04
2023-02-05 19:35:57,0.04
2023-02-05 19:37:47,0.05
2023-02-05 19:39:38,0.05
2023-02-05 19:41:28,0.06
2023-02-05 19:43:18,0.06
2023-02-05 19:45:07,0.05
2023-02-05 19:46:56,0.03
2023-02-05 19:48:47,0.05
2023-02-05 19:50:36,0.11
2023-02-05 19:52:26,0.06
2023-02-05 19:54:15,0.05
2023-02-05 19:56:05,0.03
2023-02-05 19:57:55,0.05
2023-02-05 19:59:45,0.04
2023-02-05 20:01:35,0.04
2023-02-05 20:03:24,0.03
2023-02-05 20:05:14,0.08
2023-02-05 20:07:04,0.03
2023-02-05 20:08:54,0.01
2023-02-05 20:10:45,0.01
2023-02-05 20:12:34,0.01
2023-02-05 20:14:24,0.03
2023-02-05 20:16:14,0.05
2023-02-05 20:18:03,0.02
2023-02-05 20:19:53,0.03
2023-02-05 20:21:43,0.07
2023-02-05 20:23:34,0.07
2023-02-05 20:25:23,0.08
2023-02-05 20:27:13,0.05
2023-02-05 20:29:02,0.06
2023-02-05 20:30:52,0.03
2023-02-05 20:32:42,0.05
2023-02-05 20:34:31,0.01
2023-02-05 20:36:21,0.01
2023-02-05 20:38:12,0.01
2023-02-05 20:40:02,0.03
2023-02-05 20:41:50,0.01
2023-02-05 20:43:40,0.02
2023-02-05 20:45:30,0.11
2023-02-05 20:47:20,0.06
2023-02-05 20:49:09,0.08
2023-02-05 20:50:59,0.02
2023-02-05 20:52:49,0.01
2023-02-05 20:54:39,0.01
2023-02-05 20:56:29,0.11
2023-02-05 20:58:19,0.05
2023-02-05 21:00:10,0.04
2023-02-05 21:01:58,0.05
2023-02-05 21:03:48,0.05
2023-02-05 21:05:38,0.06
2023-02-05 21:07:28,0.02
2023-02-05 21:09:18,0.09
2023-02-05 21:11:07,0.1
2023-02-05 21:12:57,0.05
2023-02-05 21:14:47,0.02
2023-02-05 21:16:37,0.05
2023-02-05 21:18:27,0.02
2023-02-05 21:20:16,0.06
2023-02-05 21:22:06,0.05
2023-02-05 21:23:56,0.05
2023-02-05 21:25:46,0.02
2023-02-05 21:27:35,0.05
2023-02-05 21:29:25,0.04
2023-02-05 21:31:15,0.12
2023-02-05 21:33:05,0.06
2023-02-05 21:34:56,0.06
2023-02-05 21:36:44,0.06
2023-02-05 21:38:34,0.06
2023-02-05 21:40:24,0.04
2023-02-05 21:42:14,0.04
2023-02-05 21:44:04,0.03
2023-02-05 21:45:53,0.02
2023-02-05 21:47:43,0.01
2023-02-05 21:49:34,0.02
2023-02-05 21:51:22,0.05
2023-02-05 21:53:12,0.05
2023-02-05 21:55:02,0.06
2023-02-05 21:56:54,0.05
2023-02-05 21:58:42,0.05
2023-02-05 22:00:32,0.04
2023-02-05 22:02:22,0.04
2023-02-05 22:04:11,0.05
2023-02-05 22:06:02,0.01
2023-02-05 22:07:51,0.03
2023-02-05 22:09:41,0.03
2023-02-05 22:11:31,0.12
2023-02-05 22:13:22,0.05
2023-02-05 22:15:10,0.06
2023-02-05 22:17:00,0.06
2023-02-05 22:18:50,0.05
2023-02-05 22:20:40,0.06
2023-02-05 22:22:30,0.06
2023-02-05 22:24:19,0.05
2023-02-05 22:26:09,0.03
2023-02-05 22:27:59,0.05
2023-02-05 22:29:48,0.06
2023-02-05 22:31:40,0.05
2023-02-05 22:33:28,0.04
2023-02-05 22:35:18,0.06
2023-02-05 22:37:08,0.06
2023-02-05 22:38:57,0.07
2023-02-05 22:40:47,0.06
2023-02-05 22:42:37,0.07
2023-02-05 22:44:27,0.04
2023-02-05 22:46:16,0.04
2023-02-05 22:48:06,0.03
2023-02-05 22:49:56,0.04
2023-02-05 22:51:47,0.04
2023-02-05 22:53:36,0.04
2023-02-05 22:55:26,0.04
2023-02-05 22:57:16,0.05
2023-02-05 22:59:06,0.05
2023-02-05 23:00:55,0.05
2023-02-05 23:02:46,0.05
2023-02-05 23:04:35,0.05
2023-02-05 23:06:25,0.01
2023-02-05 23:08:16,0.02
2023-02-05 23:10:05,0.1
2023-02-05 23:11:55,0.01
2023-02-05 23:13:44,0.03
2023-02-05 23:13:44,0.02
2023-02-05 23:15:36,0.02
2023-02-05 23:17:25,0.02
2023-02-05 23:19:14,0.09
2023-02-05 23:21:04,0.05
2023-02-05 23:22:55,0.01
2023-02-05 23:24:43,0.06
2023-02-05 23:26:33,0.1
2023-02-05 23:28:23,0.01
2023-02-05 23:30:14,0.01
2023-02-05 23:32:03,0.13
2023-02-05 23:33:53,0.09
2023-02-05 23:35:43,0.02
2023-02-05 23:37:32,0.02
2023-02-05 23:39:22,0.05
2023-02-05 23:41:12,0.04
2023-02-05 23:43:02,0.03
2023-02-05 23:44:52,0.04
2023-02-05 23:46:43,0.06
2023-02-05 23:48:32,0.05
2023-02-05 23:50:23,0.05
2023-02-05 23:52:12,0.03
2023-02-05 23:54:02,0.02
2023-02-05 23:55:52,0.03
2023-02-05 23:57:41,0.03
2023-02-05 23:59:30,0.02
2023-02-06 00:01:21,0.25
2023-02-06 00:03:11,0.27
2023-02-06 00:05:00,0.26
2023-02-06 00:06:50,0.24
2023-02-06 00:08:40,0.24
2023-02-06 00:10:30,0.26
2023-02-06 00:12:19,0.24
2023-02-06 00:14:11,0.18
2023-02-06 00:15:59,0.16
2023-02-06 00:17:49,0.19
2023-02-06 00:19:39,0.26
2023-02-06 00:21:29,0.37
2023-02-06 00:23:19,0.36
2023-02-06 00:25:10,0.28
2023-02-06 00:26:58,0.29
2023-02-06 00:28:48,0.3
2023-02-06 00:30:38,0.25
2023-02-06 00:32:28,0.24
2023-02-06 00:34:18,0.24
2023-02-06 00:36:07,0.22
2023-02-06 00:37:57,0.16
2023-02-06 00:39:47,0.23
2023-02-06 00:41:37,0.36
2023-02-06 00:43:27,0.29
2023-02-06 00:45:17,0.31
2023-02-06 00:47:07,0.25
2023-02-06 00:48:56,0.31
2023-02-06 00:50:46,0.25
2023-02-06 00:52:36,0.26
2023-02-06 00:54:26,0.27
2023-02-06 00:56:18,0.21
2023-02-06 00:58:06,0.14
